symbol,train_hit_rate,test_hit_rate,test_mean_excess
USAC,0.5714285714285714,0.0,-16.26153
LH,0.5714285714285714,0.0,-16.26582
WHD,0.5,0.5,-16.319744
ALGT,0.14285714285714285,0.0,-16.330873
WKC,0.2857142857142857,0.0,-16.38504
SNDR,0.3333333333333333,0.0,-16.426117
HGV,0.2857142857142857,0.0,-16.493301
SHW,0.8571428571428571,0.0,-16.526365
NJR,0.2857142857142857,0.0,-16.565775
IDYA,0.75,0.5,-16.613894
LCII,0.42857142857142855,0.5,-16.658241
INGR,0.14285714285714285,0.5,-16.727947
JBLU,0.0,0.5,-16.811668
PUMP,0.2857142857142857,0.0,-16.871048
CVX,0.2857142857142857,0.0,-16.91351
SEDG,0.5714285714285714,0.5,-16.917461
TXN,0.5714285714285714,0.0,-16.923302
VRTX,0.7142857142857143,0.0,-16.932632
SNDX,0.42857142857142855,0.5,-16.951912
PLAB,0.7142857142857143,0.5,-16.987875
WTRG,0.42857142857142855,0.0,-17.036543
APAM,0.5714285714285714,0.0,-17.112255
BJRI,0.2857142857142857,0.0,-17.122925
O,0.2857142857142857,0.0,-17.124247
SONO,0.4,0.5,-17.149426
LZB,0.2857142857142857,0.0,-17.167013
JBGS,0.16666666666666666,0.0,-17.280941
PR,0.42857142857142855,0.0,-17.355259
SIBN,0.4,0.5,-17.379444
ZS,0.6666666666666666,0.5,-17.416908
KAI,0.5714285714285714,0.5,-17.435724
CPAY,0.5714285714285714,0.0,-17.438322
NVR,0.5714285714285714,0.0,-17.481098
EXP,0.42857142857142855,0.0,-17.489578
GNRC,0.7142857142857143,0.0,-17.50325
DBI,0.2857142857142857,0.5,-17.5443
CSL,0.5714285714285714,0.0,-17.593952
HXL,0.14285714285714285,0.5,-17.810514
LIN,1.0,0.0,-17.897762
CVEO,0.2857142857142857,0.0,-17.928589
ZBRA,0.5714285714285714,0.5,-18.100857
ONTO,0.75,0.0,-18.112312
RLI,0.5714285714285714,0.5,-18.137867
KSS,0.2857142857142857,0.5,-18.31228
MCD,0.42857142857142855,0.0,-18.358997
LAD,0.42857142857142855,0.0,-18.386208
PYPL,0.42857142857142855,0.5,-18.41449
MSCI,0.7142857142857143,0.0,-18.544144
PACK,0.5,0.5,-18.550661
MGY,0.5,0.0,-18.594301
MAT,0.42857142857142855,0.0,-18.619177
FAF,0.42857142857142855,0.0,-18.65081
WINA,0.5714285714285714,0.0,-18.65989
PAG,0.5714285714285714,0.0,-18.6949
WLKP,0.42857142857142855,0.0,-18.7733
PENG,0.16666666666666666,0.0,-18.803589
WOR,0.42857142857142855,0.5,-18.863424
PRS,0.2,0.0,-18.934761
FLGT,0.42857142857142855,0.5,-18.961271
ANDE,0.5714285714285714,0.5,-18.978672
IR,0.8333333333333334,0.0,-19.00027
SYY,0.42857142857142855,0.0,-19.02389
CAR,0.2857142857142857,0.5,-19.091648
WH,0.4,0.5,-19.226387
STAG,0.5714285714285714,0.0,-19.293337
OIS,0.14285714285714285,0.5,-19.371494
NXRT,0.5714285714285714,0.5,-19.425678
DRH,0.2857142857142857,0.0,-19.450844
AVT,0.14285714285714285,0.0,-19.456928
PSX,0.2857142857142857,0.0,-19.48027
SHOO,0.7142857142857143,0.0,-19.571686
SUN,0.5714285714285714,0.0,-19.577606
FELE,0.7142857142857143,0.0,-19.631268
PTC,0.7142857142857143,0.0,-19.684635
MIDD,0.2857142857142857,0.0,-19.701862
PG,0.42857142857142855,0.0,-19.727962
CTS,0.2857142857142857,0.0,-19.737686
TTEK,0.7142857142857143,0.0,-19.892565
ASUR,0.42857142857142855,0.0,-20.016697
ECVT,0.16666666666666666,0.5,-20.041416
STWD,0.42857142857142855,0.0,-20.180988
GLPI,0.5714285714285714,0.0,-20.37245
NXPI,0.5714285714285714,0.0,-20.395157
OTIS,0.75,0.0,-20.400599
DINO,0.5714285714285714,0.5,-20.401037
TEX,0.42857142857142855,0.5,-20.50815
TRNO,0.5714285714285714,0.0,-20.508226
OTTR,0.5714285714285714,0.0,-20.517483
FNKO,0.3333333333333333,0.5,-20.569492
LBRT,0.16666666666666666,0.0,-20.582855
RYZ,0.42857142857142855,0.5,-20.62083
XPEL,0.75,0.5,-20.678238
DBRG,0.2857142857142857,0.5,-20.700844
NFBK,0.2857142857142857,0.0,-20.849476
EQIX,0.42857142857142855,0.0,-20.947731
FANG,0.42857142857142855,0.0,-20.956161
BSM,0.2857142857142857,0.0,-20.982224
SUI,0.5714285714285714,0.0,-21.051472
MAS,0.5714285714285714,0.0,-21.306818
IQV,0.5714285714285714,0.0,-21.390026
PCTY,0.7142857142857143,0.0,-21.448349
CLNN,0.0,0.0,-21.570618
DPZ,0.42857142857142855,0.0,-21.641262
DHI,0.8571428571428571,0.0,-21.827225
KMPR,0.42857142857142855,0.5,-21.961014
IIIN,0.2857142857142857,0.5,-22.09939
VRRM,0.6666666666666666,0.0,-22.159143
IGC,0.14285714285714285,0.0,-22.195992
CASS,0.2857142857142857,0.0,-22.223602
ST,0.14285714285714285,0.5,-22.286776
INSE,0.5714285714285714,0.0,-22.29238
PGC,0.2857142857142857,0.0,-22.352638
CVI,0.42857142857142855,0.5,-22.39785
TTD,0.7142857142857143,0.5,-22.429192
AXTA,0.14285714285714285,0.0,-22.556358
DBX,0.6,0.0,-22.623379
ULH,0.2857142857142857,0.5,-22.720913
MSA,0.5714285714285714,0.0,-22.733578
ALKS,0.14285714285714285,0.0,-22.893715
BBY,0.5714285714285714,0.0,-22.94437
BRSP,0.3333333333333333,0.0,-23.027733
VICI,0.5,0.0,-23.15414
MHO,0.5714285714285714,0.0,-23.239243
APD,0.5714285714285714,0.0,-23.253557
DTW,0.2,0.0,-23.393372
ACTG,0.2857142857142857,0.0,-23.453512
AVY,0.7142857142857143,0.0,-23.516033
HUBG,0.42857142857142855,0.0,-23.518864
GPC,0.42857142857142855,0.0,-23.60534
KBH,0.5714285714285714,0.0,-23.748432
CMG,0.8571428571428571,0.5,-23.752502
JYNT,0.7142857142857143,0.0,-23.75328
LEA,0.14285714285714285,0.5,-23.795818
CTOS,0.3333333333333333,0.5,-23.876503
LNN,0.42857142857142855,0.0,-23.886522
BBCP,0.3333333333333333,0.0,-23.97415
MDXG,0.5714285714285714,0.0,-24.204704
PFE,0.42857142857142855,0.0,-24.28133
WING,1.0,0.0,-24.339836
RGEN,0.5714285714285714,0.0,-24.383814
AGCO,0.5714285714285714,0.0,-24.42347
PLX,0.42857142857142855,0.0,-24.46554
SNPS,1.0,0.0,-24.512535
CROX,0.8571428571428571,0.0,-24.533497
MSM,0.42857142857142855,0.0,-24.556784
MGRC,0.5714285714285714,0.0,-24.598095
EXTR,0.42857142857142855,0.0,-24.68269
PPLI,0.5714285714285714,0.0,-24.69008
KNX,0.5714285714285714,0.0,-24.695408
YETI,0.6,0.0,-24.710114
LXRX,0.0,0.5,-24.810772
EFX,0.42857142857142855,0.0,-24.816883
THO,0.5714285714285714,0.0,-24.925621
SBUX,0.5714285714285714,0.0,-24.92577
WK,0.5714285714285714,0.0,-24.935791
DEI,0.14285714285714285,0.5,-25.12054
ARW,0.14285714285714285,0.0,-25.161282
APTV,0.42857142857142855,0.5,-25.16964
STRA,0.42857142857142855,0.0,-25.248535
CHH,0.42857142857142855,0.0,-25.266605
BIO,0.7142857142857143,0.0,-25.27183
DOC,0.2857142857142857,0.0,-25.376814
FPI,0.5714285714285714,0.0,-25.382992
XYZ,0.42857142857142855,0.0,-25.442276
GIC,0.5714285714285714,0.5,-25.516243
VRNS,0.7142857142857143,0.0,-25.791466
TRC,0.2857142857142857,0.0,-25.83871
VMD,0.5,0.0,-25.916473
GTN,0.2857142857142857,0.5,-25.970304
LXU,0.2857142857142857,0.0,-25.972666
OTEX,0.42857142857142855,0.5,-26.055475
OVV,0.2857142857142857,0.0,-26.143593
AMRC,0.5714285714285714,0.0,-26.144936
CGNX,0.42857142857142855,0.0,-26.175741
PGNY,0.25,0.5,-26.20028
CNXN,0.5714285714285714,0.0,-26.21365
PSA,0.42857142857142855,0.0,-26.279118
MTW,0.42857142857142855,0.5,-26.312687
MTX,0.14285714285714285,0.0,-26.319725
ADM,0.42857142857142855,0.5,-26.357956
EOG,0.2857142857142857,0.0,-26.369217
DOMO,0.2,0.5,-27.019897
WSO,0.7142857142857143,0.0,-27.096973
UVV,0.42857142857142855,0.0,-27.138382
BC,0.42857142857142855,0.5,-27.150291
AMRN,0.42857142857142855,0.5,-27.155687
NVEC,0.42857142857142855,0.0,-27.233372
KLIC,0.7142857142857143,0.0,-27.328281
EGY,0.5714285714285714,0.0,-27.449444
AEHR,0.5714285714285714,0.5,-27.475529
TNDM,0.5714285714285714,0.5,-27.562916
CNR,0.5,0.0,-27.622269
CBT,0.42857142857142855,0.0,-27.633205
RVTY,0.5714285714285714,0.0,-27.820625
PKOH,0.14285714285714285,0.0,-27.905636
MORN,0.8571428571428571,0.0,-27.910282
SIGI,0.42857142857142855,0.0,-28.095097
RIOT,0.5714285714285714,0.5,-28.107273
REGN,0.5714285714285714,0.0,-28.182043
FCN,0.5714285714285714,0.0,-28.268848
URG,0.7142857142857143,0.0,-28.307102
EXR,0.2857142857142857,0.0,-28.309149
CMPR,0.2857142857142857,0.0,-28.34926
CHDN,0.8571428571428571,0.0,-28.384155
CLF,0.42857142857142855,0.5,-28.424093
DVN,0.2857142857142857,0.0,-28.481268
SITC,0.5714285714285714,0.0,-28.531113
AOS,0.42857142857142855,0.0,-28.557312
IEX,0.5714285714285714,0.0,-28.678146
CRSP,0.5714285714285714,0.5,-28.720592
JRVR,0.2857142857142857,0.5,-28.777184
CYTK,0.7142857142857143,0.5,-28.909616
MCFT,0.42857142857142855,0.0,-29.017586
CDXS,0.5714285714285714,0.5,-29.056858
QRVO,0.42857142857142855,0.5,-29.122713
CNNE,0.3333333333333333,0.0,-29.272633
ROP,0.7142857142857143,0.0,-29.31295
CALY,0.42857142857142855,0.5,-29.348122
SSD,0.7142857142857143,0.0,-29.369192
SON,0.2857142857142857,0.0,-29.582935
CXT,0.5714285714285714,0.0,-29.639482
NOV,0.14285714285714285,0.0,-29.713463
COP,0.42857142857142855,0.0,-30.065079
MCHP,0.5714285714285714,0.0,-30.138754
MITK,0.5714285714285714,0.0,-30.142708
DT,0.75,0.0,-30.460155
SWBI,0.42857142857142855,0.0,-30.550535
CENTA,0.42857142857142855,0.0,-30.625416
HP,0.14285714285714285,0.0,-30.635054
INN,0.14285714285714285,0.0,-30.6522
CACC,0.42857142857142855,0.0,-30.676128
CENT,0.42857142857142855,0.0,-30.730404
FUL,0.2857142857142857,0.0,-30.778748
APLE,0.14285714285714285,0.0,-30.860464
BHFAP,0.2,0.0,-30.877365
CNH,0.42857142857142855,0.0,-30.934288
BDX,0.42857142857142855,0.0,-31.024296
PII,0.42857142857142855,0.5,-31.034927
WDAY,0.5714285714285714,0.0,-31.067327
ALRM,0.5714285714285714,0.0,-31.219727
HTO,0.2857142857142857,0.0,-31.248425
TH,0.5,0.0,-31.257097
EMN,0.2857142857142857,0.0,-31.264874
LEGH,0.6,0.0,-31.27391
PAYC,0.5714285714285714,0.0,-31.452913
OPK,0.14285714285714285,0.0,-31.535603
VC,0.5714285714285714,0.0,-31.659378
DIN,0.42857142857142855,0.0,-31.811493
SAIA,0.7142857142857143,0.0,-31.836952
EXPO,0.7142857142857143,0.0,-32.076992
NAVI,0.2857142857142857,0.0,-32.102375
MUR,0.2857142857142857,0.0,-32.15713
ODFL,0.8571428571428571,0.0,-32.282223
RAMP,0.42857142857142855,0.0,-32.38391
CMTL,0.42857142857142855,0.5,-32.406673
CSGP,0.7142857142857143,0.0,-32.448315
TOON,0.0,0.5,-32.518265
SITE,0.7142857142857143,0.0,-32.5618
GBR,0.2857142857142857,0.0,-32.59376
KRUS,0.5,0.0,-32.626667
WST,0.7142857142857143,0.0,-32.68869
DCH,0.14285714285714285,0.0,-32.8044
UCTT,0.5714285714285714,0.0,-32.81289
HVT,0.2857142857142857,0.0,-32.878403
LSTR,0.5714285714285714,0.0,-32.917427
EEFT,0.2857142857142857,0.0,-33.036087
STAA,0.42857142857142855,0.0,-33.043606
BOC,0.3333333333333333,0.0,-33.155262
TALO,0.4,0.0,-33.366898
RYN,0.42857142857142855,0.0,-33.47386
REXR,0.5714285714285714,0.0,-33.503304
CHCT,0.42857142857142855,0.0,-33.6028
FOR,0.42857142857142855,0.0,-33.706547
HLIT,0.5714285714285714,0.0,-33.803673
CRNC,0.25,0.5,-33.836395
PRPL,0.2857142857142857,0.0,-33.915108
ELV,0.5714285714285714,0.0,-33.921818
MNRO,0.14285714285714285,0.0,-33.95439
COLM,0.42857142857142855,0.0,-34.124332
UFPI,0.7142857142857143,0.0,-34.18158
NSA,0.5714285714285714,0.0,-34.27449
RGR,0.42857142857142855,0.0,-34.283684
WEX,0.5714285714285714,0.0,-34.389046
RDNW,0.5714285714285714,0.0,-34.403545
MTDR,0.2857142857142857,0.0,-34.438614
XRN,0.5714285714285714,0.0,-34.468304
BILL,0.5,0.0,-34.51152
LAKE,0.42857142857142855,0.5,-34.53452
STGW,0.2857142857142857,0.0,-34.535683
DNLI,0.3333333333333333,0.0,-34.548756
VAC,0.2857142857142857,0.0,-34.64299
ENTG,0.7142857142857143,0.0,-34.704975
LEN,0.8571428571428571,0.0,-34.775105
EAF,0.0,0.0,-34.92452
BRBR,0.75,0.5,-34.976875
MTN,0.2857142857142857,0.0,-35.03653
VERU,0.7142857142857143,0.0,-35.31153
FRPH,0.2857142857142857,0.0,-35.541443
WERN,0.42857142857142855,0.0,-35.550125
EPM,0.42857142857142855,0.0,-35.589626
RLJ,0.0,0.0,-35.6407
NOVT,0.7142857142857143,0.0,-35.889053
DAR,0.7142857142857143,0.0,-35.96668
ZLAB,0.5,0.0,-35.999557
PEB,0.14285714285714285,0.0,-36.120167
MOS,0.42857142857142855,0.0,-36.133232
DEA,0.14285714285714285,0.0,-36.283897
WY,0.14285714285714285,0.0,-36.40301
EOLS,0.6666666666666666,0.0,-36.615913
UHAL,0.42857142857142855,0.0,-36.69581
EPAM,0.7142857142857143,0.0,-36.951862
KWR,0.42857142857142855,0.0,-36.95619
EVTC,0.2857142857142857,0.0,-36.976097
BAH,0.5714285714285714,0.0,-36.98195
ETSY,0.42857142857142855,0.0,-36.989674
JBSS,0.42857142857142855,0.0,-37.149426
ROG,0.42857142857142855,0.0,-37.20778
ESTC,0.4,0.0,-37.237633
UPS,0.42857142857142855,0.0,-37.26928
QLYS,0.7142857142857143,0.0,-37.42742
ERII,0.5714285714285714,0.0,-37.57022
LAND,0.42857142857142855,0.0,-37.60537
KPLT,0.25,0.0,-37.640694
GPK,0.42857142857142855,0.0,-37.71543
UTMD,0.2857142857142857,0.0,-37.72819
OXY,0.2857142857142857,0.0,-37.80636
PBF,0.42857142857142855,0.0,-38.160862
HURC,0.2857142857142857,0.0,-38.222153
FBIN,0.5714285714285714,0.0,-38.26951
IPGP,0.2857142857142857,0.0,-38.42015
CCS,0.7142857142857143,0.0,-38.541977
XNCR,0.2857142857142857,0.0,-38.577797
NOG,0.42857142857142855,0.0,-38.64508
ASLE,0.4,0.0,-38.8275
ON,0.8571428571428571,0.0,-39.21986
COHU,0.5714285714285714,0.0,-39.23784
IEP,0.2857142857142857,0.0,-39.25698
PINS,0.5,0.0,-39.423386
NVAX,0.2857142857142857,0.0,-39.595947
HTLD,0.14285714285714285,0.0,-39.681976
ATEX,0.42857142857142855,0.0,-39.86364
GT,0.2857142857142857,0.0,-40.07418
IPAR,0.7142857142857143,0.0,-40.473763
VSH,0.2857142857142857,0.0,-40.501507
ASIX,0.42857142857142855,0.0,-40.539703
UNH,0.7142857142857143,0.0,-40.647125
ZTS,0.8571428571428571,0.0,-40.743683
BRKR,0.5714285714285714,0.0,-40.888206
DXC,0.14285714285714285,0.0,-40.952347
MKTX,0.5714285714285714,0.0,-40.974716
FIZZ,0.42857142857142855,0.0,-41.17283
YELP,0.14285714285714285,0.0,-41.177864
JILL,0.2857142857142857,0.0,-41.209007
HZO,0.2857142857142857,0.0,-41.259274
CDW,0.8571428571428571,0.0,-41.25946
TWI,0.42857142857142855,0.0,-41.294277
OTLK,0.14285714285714285,0.0,-41.30999
NKE,0.5714285714285714,0.0,-41.42501
HDSN,0.42857142857142855,0.5,-41.533905
NBR,0.42857142857142855,0.0,-41.64596
GPRO,0.14285714285714285,0.5,-41.772583
AHRT,0.42857142857142855,0.0,-41.873734
RMR,0.2857142857142857,0.0,-42.04317
GPN,0.5714285714285714,0.0,-42.34504
BLDR,0.7142857142857143,0.0,-42.352592
POOL,0.8571428571428571,0.0,-42.392433
ASTH,0.42857142857142855,0.0,-42.621925
OLED,0.42857142857142855,0.0,-42.733734
ACRE,0.42857142857142855,0.0,-42.836674
DIOD,0.5714285714285714,0.0,-42.847916
TITN,0.5714285714285714,0.0,-42.860653
NWL,0.14285714285714285,0.0,-43.024685
HUM,0.5714285714285714,0.0,-43.11225
SAFE,0.2857142857142857,0.0,-43.112442
WD,0.7142857142857143,0.0,-43.14505
DHX,0.42857142857142855,0.0,-43.343567
VYX,0.14285714285714285,0.0,-43.366066
UAA,0.14285714285714285,0.0,-43.42431
UA,0.14285714285714285,0.0,-43.510136
BMRN,0.14285714285714285,0.0,-43.58962
CHRD,0.5714285714285714,0.0,-43.61833
HOG,0.14285714285714285,0.0,-43.66309
PD,0.25,0.0,-43.73104
ADBE,0.7142857142857143,0.0,-43.787907
REI,0.2857142857142857,0.0,-43.831184
LEG,0.2857142857142857,0.0,-44.245846
KMX,0.42857142857142855,0.0,-44.363625
CTSO,0.2857142857142857,0.0,-44.547543
WGO,0.42857142857142855,0.0,-44.731167
BXC,0.7142857142857143,0.0,-44.906708
ICHR,0.42857142857142855,0.0,-44.926083
SAM,0.42857142857142855,0.0,-45.222122
ARKO,0.25,0.0,-45.223473
PENN,0.42857142857142855,0.0,-45.27874
FLNT,0.2857142857142857,0.0,-45.289436
FND,0.6666666666666666,0.0,-45.31433
VIR,0.5,0.0,-45.408234
UFI,0.14285714285714285,0.0,-45.500755
KRO,0.2857142857142857,0.0,-45.507397
ALGN,0.5714285714285714,0.0,-45.583294
MRTN,0.5714285714285714,0.0,-45.623055
GRWG,0.3333333333333333,0.0,-45.804764
SENS,0.2857142857142857,0.0,-45.927258
ELF,0.7142857142857143,0.0,-45.937634
TRNS,0.7142857142857143,0.0,-45.980995
LOVE,0.4,0.0,-46.037487
IIPR,0.7142857142857143,0.0,-46.104584
PVH,0.2857142857142857,0.0,-46.322342
WLK,0.5714285714285714,0.0,-46.621605
TENB,0.2,0.0,-46.828743
SM,0.2857142857142857,0.0,-46.91626
ORGO,0.42857142857142855,0.0,-47.157936
SPSC,0.7142857142857143,0.0,-47.505497
KIDS,0.5,0.0,-47.86043
SCL,0.2857142857142857,0.0,-47.92253
MCRB,0.14285714285714285,0.0,-47.992477
CHTR,0.2857142857142857,0.0,-48.14687
MBUU,0.42857142857142855,0.0,-48.1642
CNC,0.5714285714285714,0.0,-48.37181
GNE,0.42857142857142855,0.0,-48.442375
LYB,0.2857142857142857,0.0,-48.45533
AVTR,0.5,0.0,-48.463173
HOFT,0.42857142857142855,0.0,-48.532448
WTI,0.42857142857142855,0.0,-48.8062
PALI,0.0,0.5,-49.144363
EFOR,0.42857142857142855,0.0,-49.176094
NX,0.42857142857142855,0.0,-49.230667
ZD,0.2857142857142857,0.0,-49.350807
KFRC,0.42857142857142855,0.0,-49.36332
OPTU,0.3333333333333333,0.0,-49.450096
TNET,0.7142857142857143,0.0,-49.610992
HY,0.2857142857142857,0.0,-49.708183
WEN,0.5714285714285714,0.0,-49.827583
SRPT,0.5714285714285714,0.5,-49.938145
AZTA,0.7142857142857143,0.0,-50.0212
RARE,0.14285714285714285,0.0,-50.184372
CZR,0.7142857142857143,0.0,-50.941135
TXG,0.5,0.0,-51.106277
CATO,0.42857142857142855,0.0,-51.43342
NSIT,0.7142857142857143,0.0,-51.49926
KYNB,0.2857142857142857,0.0,-51.619606
CLW,0.2857142857142857,0.0,-51.637123
SGRY,0.42857142857142855,0.0,-52.04946
ENOV,0.14285714285714285,0.0,-52.157127
NDLS,0.42857142857142855,0.5,-52.30491
DARE,0.2857142857142857,0.0,-52.316544
GOGO,0.5714285714285714,0.0,-52.324627
MOH,0.7142857142857143,0.0,-52.421867
CRI,0.2857142857142857,0.0,-52.554802
FC,0.5714285714285714,0.0,-52.598976
BGS,0.14285714285714285,0.0,-52.645325
RPAY,0.4,0.0,-52.710304
SIRI,0.42857142857142855,0.0,-52.85096
POWI,0.2857142857142857,0.0,-53.0493
INDI,0.5,0.0,-53.160133
GPRE,0.2857142857142857,0.0,-53.241253
TREX,0.8571428571428571,0.0,-53.33531
CCOI,0.5714285714285714,0.0,-53.576565
SSTK,0.2857142857142857,0.0,-53.85628
FLL,0.5714285714285714,0.0,-53.940765
KPTI,0.14285714285714285,0.0,-54.07183
OFLX,0.42857142857142855,0.0,-54.08146
BOOM,0.2857142857142857,0.0,-55.01712
IRDM,0.42857142857142855,0.0,-55.157356
AMPH,0.42857142857142855,0.0,-55.16884
WSC,0.7142857142857143,0.0,-55.442528
LULU,0.7142857142857143,0.0,-56.05706
HPK,0.4,0.0,-56.29112
ATKR,0.5714285714285714,0.0,-56.31432
PLUG,0.42857142857142855,0.0,-56.32187
CYCN,0.0,0.0,-56.49825
FWRD,0.42857142857142855,0.0,-56.64891
TUSK,0.42857142857142855,0.0,-56.822243
ASTC,0.14285714285714285,0.0,-57.29136
SLP,0.5714285714285714,0.0,-57.80738
OLN,0.5714285714285714,0.0,-57.942062
AVD,0.14285714285714285,0.0,-58.19905
OXM,0.42857142857142855,0.0,-58.213776
ALTG,0.5,0.0,-58.449196
RHI,0.2857142857142857,0.0,-58.579063
RGP,0.2857142857142857,0.0,-58.940742
CNMD,0.2857142857142857,0.0,-59.925533
XIFR,0.5714285714285714,0.0,-61.10269
RCEL,0.42857142857142855,0.0,-61.183933
XWEL,0.14285714285714285,0.0,-61.202877
NSP,0.5714285714285714,0.0,-61.505318
GO,0.5,0.0,-62.1438
NEOG,0.42857142857142855,0.0,-62.6998
LOOP,0.3333333333333333,0.0,-62.987926
SSTI,0.5,0.0,-62.988586
LGIH,0.7142857142857143,0.0,-63.01576
ONEW,0.5,0.0,-63.989273
BBBY,0.42857142857142855,0.0,-64.01458
IRWD,0.2857142857142857,0.0,-65.0361
SPWH,0.2857142857142857,0.0,-65.72384
OSUR,0.42857142857142855,0.0,-65.818855
CNTY,0.14285714285714285,0.0,-67.355934
CE,0.5714285714285714,0.0,-68.01341
PXLW,0.2857142857142857,0.0,-68.10899
SVC,0.14285714285714285,0.0,-68.15082
MRNA,0.4,0.0,-68.21202
VTGN,0.42857142857142855,0.0,-68.307755
MGNX,0.2857142857142857,0.0,-69.22114
AMC,0.0,0.0,-69.82662
MERC,0.2857142857142857,0.0,-69.92204
FIVN,0.5714285714285714,0.0,-70.269
FOXF,0.5714285714285714,0.0,-70.4349
COTY,0.42857142857142855,0.0,-70.872284
ASPN,0.5714285714285714,0.0,-71.42465
GTEC,0.4,0.0,-71.84363
CABO,0.42857142857142855,0.0,-72.5112
LPRO,0.2,0.0,-72.77518
ENPH,0.7142857142857143,0.0,-73.1768
DXLG,0.42857142857142855,0.0,-73.50835
AMN,0.5714285714285714,0.0,-74.25719
ARCT,0.42857142857142855,0.0,-74.30494
OEC,0.5714285714285714,0.0,-74.8537
LITS,0.42857142857142855,0.0,-75.45092
SPT,0.5,0.0,-77.32863
MED,0.42857142857142855,0.0,-78.36977
AGIG,0.2857142857142857,0.0,-78.48624
PLCE,0.2857142857142857,0.0,-79.9575
PHIO,0.0,0.0,-81.18057
KLXE,0.2,0.0,-81.97519
CODX,0.16666666666666666,0.0,-83.7033
KOS,0.42857142857142855,0.0,-84.15936
JELD,0.42857142857142855,0.0,-84.51282
RKDA,0.14285714285714285,0.0,-85.4967
CDLX,0.5,0.0,-85.540924
CHGG,0.5714285714285714,0.0,-86.952286
OPTT,0.14285714285714285,0.0,-88.306046
SNGX,0.14285714285714285,0.0,-89.08357
SPCE,0.3333333333333333,0.0,-89.11149
SMSI,0.42857142857142855,0.0,-93.8745
LFWD,0.0,0.0,-94.9659
PTN,0.2857142857142857,0.0,-96.83283
NFE,0.4,0.0,-97.6387
HYPD,0.3333333333333333,0.0,-99.47511
SLE,0.2,0.0,-101.76434
BNGO,0.2,0.0,-109.64532
QCLS,0.2857142857142857,0.0,-112.39772
